id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,is_luxury,is_long_term,availability_ratio,log_price
24046213.0,Deluxe Studio for 2PAX: 1-Min from BTS Nana,3773805,Danai And BicGy,Khlong Toei,13.73937,100.55521,Entire home/apt,2860,2,33,2022-03-29,0.58,13,174,2,False,False,0.4767123287671233,7.95892649305011
24524452.0,New Condominium near Kasetsart U. -Free wifi,28775498,Nuansong,Chatuchak,13.84222,100.58845,Private room,750,7,3,2019-12-23,0.05,2,359,0,False,False,0.9835616438356164,6.621405651764134
24528398.0,Board Game Hostel,167136279,Songsit,Khlong San,13.73178,100.49542,Shared room,1100,1,3,2019-03-14,0.05,1,365,0,False,False,1.0,7.00397413672268
24225834.0,The Connex Asoke,182613090,Thirawat,Khlong Toei,13.73529,100.56193,Private room,2300,1,5,2018-11-29,0.09,1,359,0,False,False,0.9835616438356164,7.741099090035366
24065384.0,Elio del Rey,181188747,Tanya,Phra Khanong,13.68781,100.60682,Private room,750,2,0,,0.0,1,363,0,False,False,0.9945205479452055,6.621405651764134
24233381.0,ที ซีรี่ย์เพลส เซอร์วิส อาพาร์ทเมนท์,182704011,Lilly,Sathon,13.70987,100.51915,Hotel room,2500,30,0,,0.0,2,179,0,False,False,0.4904109589041096,7.824445930877619
24534535.0,"☆★Don Mueang, Free wifi+Private Room+Breakfast☆★",185328608,Kae,Don Mueang,13.92481,100.58635,Private room,890,1,38,2020-02-16,0.81,2,24,0,False,False,0.06575342465753424,6.792344427470809
24066061.0,I-Condo Sukhumvit 105,178873186,Famouss,Bang Na,13.65821,100.63288,Private room,1500,3,0,,0.0,1,365,0,False,False,1.0,7.313886831633462
24556088.0,"Condo near BTS Ratchatewi, city view, high floor",60706264,Acharapan,Ratchathewi,13.75071,100.53731,Entire home/apt,1421,5,65,2022-12-02,1.15,2,55,11,False,False,0.1506849315068493,7.259819610363186
24067487.0,1-BR LUXURY SUITE @ BTS PHROM PHONG,181212010,Theresia,Khlong Toei,13.72849,100.56799,Entire home/apt,1260,30,6,2022-06-14,0.11,2,55,1,False,False,0.1506849315068493,7.13966033596492
